#Time(s) RTT (s)
0.101096    0.101000
0.201880    0.100875
0.211969    0.101391
0.222069    0.101967
0.232169    0.102471
0.242269    0.102912
0.302653    0.109548
0.312742    0.109105
0.320541    0.108591
0.327840    0.108018
0.334637    0.107515
0.340665    0.107076
0.346387    0.106691
0.351804    0.106230
0.357220    0.105951
0.403425    0.110707
0.408642    0.109744
0.413859    0.108901
0.418602    0.108163
0.423346    0.107518
0.427690    0.106953
0.431862    0.106334
0.435862    0.105792
0.439570    0.105443
0.443277    0.105138
0.446731    0.104746
0.450075    0.104527
0.453308    0.104336
0.456343    0.104044
0.459378    0.103789
0.462242    0.103565
0.465105    0.103495
0.467969    0.103308
0.504198    0.107394
0.507037    0.106845
0.509876    0.106239
0.512552    0.105709
0.515229    0.105246
0.517761    0.104840
0.520294    0.104485
0.522698    0.104174
0.525101    0.103903
0.527389    0.103665
0.529624    0.103457
0.531807    0.103275
0.533941    0.102990
0.536026    0.102866
0.538066    0.102758
0.540062    0.102663
0.542019    0.102580
0.543936    0.102383
0.545817    0.102210
0.547661    0.102184
0.549437    0.102161
0.551212    0.102141
0.552926    0.101998
0.554639    0.101873
0.556295    0.101889
0.557924    0.101778
0.559524    0.101806
0.561099    0.101830
0.562648    0.101726
0.564173    0.101761
0.565674    0.101665
0.567154    0.101707
0.568611    0.101619
0.570048    0.101667
0.571463    0.101708
0.572878    0.101620
0.604971    0.105417
0.606403    0.104990
0.607835    0.104491
0.609222    0.104180
0.610648    0.103782
0.611993    0.103435
0.613338    0.103255
0.614643    0.102973
0.616002    0.102852
0.617270    0.102745
0.618538    0.102527
0.619771    0.102336
0.621067    0.102294
0.622268    0.102257
0.623470    0.102100
0.624641    0.101963
0.625874    0.101842
0.627016    0.101862
0.628162    0.101879
0.629276    0.101894
0.630397    0.101783
0.631486    0.101685
0.632580    0.101599
0.633644    0.101524
0.634713    0.101459
0.635754    0.101401
0.636798    0.101351
0.637817    0.101307
0.638839    0.101269
0.639837    0.101235
0.640835    0.101206
0.641813    0.101180
0.642792    0.101158
0.643750    0.101138
0.644709    0.101121
0.645653    0.101106
0.646597    0.101092
0.647541    0.101081
